,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_42,ensayo_42,ensayo_42,ensayo_43,ensayo_43,ensayo_43,ensayo_44,ensayo_44,ensayo_44,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9
2018-09-01 09:00:00,10.0,4.0,2.0,4.0,3.0,6.0,6.0,4.0,5.0,7.0,29.0,6.0,14.0,18.0,17.0,16.0,8.0,16.0,11.0,11.0,13.0,15.0,30.0,30.0,13.0,28.0,28.0,19.0,12.0,56.0,27.0,40.0,13.0,15.0,34.0,29.0,15.0,20.0,11.0,29.0,42.0,57.0,15.0,16.0,16.0,15.0,49.25,42.61,36.83,49.47,51.7,21.25,40.61,55.74,45.86,39.1,38.25,43.46,43.55,59.21,0.7,0.3,0.4,0.6,0.1,0.4,0.2,0.1,0.1,0.2,0.1,0.1,1.46,1.26,1.32,1.42,1.23,1.2,0.04,0.03,0.12,0.3,0.2,0.2,0.5,0.2,0.6,0.2,0.2,0.4,0.2,5.0,2.0,1.0,1.0,1.0,2.0,1.0,7.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,12.0,1.0,1.0,2.0,1.0,22.0,26.0,12.0,26.0,26.0,17.0,10.0,46.0,22.0,34.0,12.0,13.0,30.0,25.0,13.0,18.0,8.0,26.0,37.0,39.0,14.0,14.0,14.0,13.0,22.0,9.0,9.0,9.0,6.0
2018-09-01 10:00:00,10.0,4.0,2.0,5.0,3.0,6.0,6.0,4.0,5.0,7.0,22.0,49.0,21.0,18.0,18.0,20.0,11.0,15.0,13.0,12.0,16.0,17.0,39.0,33.0,13.0,25.0,33.0,26.0,12.0,49.0,39.0,38.0,28.0,16.0,29.0,25.0,13.0,23.0,11.0,20.0,35.0,62.0,13.0,4.0,23.0,13.0,50.18,48.65,35.4,48.28,57.89,29.73,41.55,55.1,44.89,48.93,40.76,67.89,47.56,61.93,0.7,0.4,0.4,0.8,0.1,0.6,0.2,0.1,0.1,0.2,0.1,0.1,1.47,1.26,1.32,1.43,1.23,1.2,0.05,0.03,0.11,0.3,0.2,0.2,0.5,0.2,0.6,0.2,0.2,0.5,0.2,9.0,4.0,1.0,2.0,4.0,4.0,2.0,8.0,8.0,6.0,5.0,1.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,15.0,2.0,1.0,3.0,1.0,26.0,27.0,11.0,22.0,28.0,20.0,10.0,37.0,26.0,29.0,20.0,15.0,22.0,20.0,12.0,21.0,7.0,18.0,29.0,38.0,10.0,3.0,18.0,11.0,14.0,10.0,11.0,6.0,6.0
2018-09-01 11:00:00,10.0,4.0,2.0,5.0,3.0,6.0,6.0,4.0,5.0,7.0,35.0,38.0,34.0,20.0,22.0,33.0,11.0,15.0,12.0,15.0,23.0,21.0,40.0,39.0,35.0,26.0,30.0,28.0,14.0,33.0,47.0,36.0,31.0,21.0,31.0,29.0,16.0,24.0,11.0,21.0,28.0,55.0,9.0,4.0,27.0,15.0,53.92,54.06,45.31,55.6,66.87,49.51,39.49,56.33,50.4,55.03,51.28,73.93,50.98,65.65,1.4,0.4,0.6,1.5,0.1,0.6,0.3,0.1,0.1,0.2,0.1,0.1,1.48,1.26,1.31,1.43,1.23,1.2,0.05,0.03,0.11,0.3,0.3,0.2,0.6,0.2,0.6,0.2,0.2,0.4,0.2,10.0,6.0,8.0,3.0,4.0,5.0,2.0,5.0,9.0,7.0,8.0,2.0,6.0,4.0,2.0,1.0,3.0,2.0,3.0,13.0,2.0,1.0,5.0,1.0,26.0,30.0,23.0,22.0,23.0,21.0,10.0,25.0,33.0,26.0,20.0,18.0,22.0,23.0,14.0,23.0,6.0,19.0,24.0,35.0,6.0,2.0,19.0,13.0,25.0,10.0,11.0,8.0,6.0
2018-09-01 12:00:00,9.0,4.0,2.0,5.0,3.0,6.0,6.0,3.0,5.0,7.0,47.0,24.0,45.0,21.0,20.0,41.0,1.0,6.0,17.0,17.0,35.0,26.0,36.0,36.0,36.0,28.0,28.0,23.0,12.0,22.0,51.0,44.0,31.0,18.0,32.0,27.0,20.0,26.0,14.0,18.0,13.0,53.0,13.0,5.0,31.0,16.0,66.95,69.69,56.69,72.79,80.67,70.58,50.13,72.59,59.61,69.4,64.47,85.11,61.06,74.08,1.2,0.5,0.8,1.3,0.2,0.5,0.3,0.2,0.2,0.2,0.1,0.1,1.45,1.26,1.3,1.41,1.24,1.22,0.04,0.02,0.07,0.3,0.2,0.2,0.5,0.2,0.7,0.2,0.2,0.4,0.2,7.0,5.0,7.0,4.0,4.0,4.0,2.0,3.0,13.0,9.0,7.0,2.0,6.0,4.0,2.0,1.0,4.0,1.0,1.0,12.0,3.0,1.0,6.0,1.0,25.0,28.0,26.0,22.0,22.0,17.0,9.0,18.0,31.0,31.0,20.0,15.0,23.0,20.0,17.0,23.0,7.0,16.0,12.0,35.0,9.0,3.0,22.0,14.0,35.0,10.0,1.0,1.0,5.0
2018-09-01 13:00:00,9.0,4.0,1.0,5.0,3.0,6.0,6.0,3.0,4.0,6.0,30.0,23.0,33.0,27.0,21.0,41.0,10.0,12.0,28.0,35.0,31.0,28.0,42.0,36.0,41.0,20.0,25.0,28.0,17.0,19.0,46.0,27.0,32.0,14.0,28.0,26.0,16.0,23.0,14.0,18.0,16.0,57.0,13.0,4.0,20.0,15.0,79.79,86.22,70.8,82.76,92.46,84.75,59.37,87.38,71.74,79.77,72.46,99.1,80.26,89.9,1.0,0.5,0.6,1.5,0.1,0.3,0.2,0.2,0.1,0.2,0.1,0.1,1.44,1.26,1.29,1.4,1.24,1.24,0.04,0.02,0.05,0.3,0.3,0.2,0.5,0.2,0.8,0.2,0.2,0.4,0.2,8.0,5.0,8.0,3.0,4.0,4.0,2.0,2.0,9.0,4.0,7.0,1.0,5.0,4.0,2.0,1.0,4.0,1.0,1.0,12.0,3.0,1.0,3.0,1.0,31.0,29.0,28.0,16.0,19.0,21.0,13.0,16.0,32.0,20.0,22.0,12.0,21.0,20.0,14.0,22.0,8.0,16.0,15.0,38.0,9.0,2.0,14.0,13.0,17.0,9.0,7.0,3.0,13.0
2018-09-01 14:00:00,8.0,4.0,1.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,55.0,24.0,26.0,26.0,23.0,21.0,24.0,22.0,30.0,33.0,18.0,17.0,43.0,33.0,40.0,17.0,14.0,27.0,21.0,18.0,39.0,27.0,29.0,21.0,16.0,22.0,23.0,19.0,22.0,16.0,14.0,54.0,22.0,10.0,12.0,13.0,97.63,108.4,95.49,97.79,102.8,97.56,75.9,94.84,86.69,95.72,88.14,112.2,101.8,101.8,1.0,0.5,0.7,1.9,0.1,0.3,0.2,0.2,0.2,0.2,0.1,0.1,1.43,1.27,1.29,1.39,1.24,1.23,0.04,0.03,0.06,0.3,0.3,0.2,0.5,0.2,0.9,0.2,0.2,0.4,0.2,7.0,4.0,6.0,1.0,2.0,4.0,3.0,2.0,6.0,5.0,6.0,2.0,2.0,3.0,2.0,1.0,5.0,1.0,1.0,11.0,4.0,1.0,2.0,1.0,32.0,27.0,31.0,15.0,11.0,21.0,17.0,15.0,30.0,20.0,20.0,17.0,13.0,18.0,20.0,17.0,14.0,15.0,12.0,38.0,16.0,8.0,9.0,12.0,41.0,11.0,19.0,12.0,20.0
2018-09-01 15:00:00,8.0,4.0,1.0,4.0,3.0,7.0,6.0,3.0,4.0,2.0,47.0,21.0,16.0,27.0,24.0,9.0,30.0,17.0,31.0,33.0,13.0,8.0,40.0,33.0,37.0,17.0,17.0,24.0,17.0,12.0,38.0,20.0,32.0,24.0,14.0,18.0,24.0,18.0,33.0,15.0,16.0,43.0,21.0,8.0,10.0,21.0,117.7,124.9,111.0,116.9,123.3,112.5,88.1,110.0,110.0,112.6,105.7,130.6,119.4,107.3,0.8,0.6,0.9,1.7,0.1,0.3,0.2,0.2,0.1,0.3,0.1,0.1,1.42,1.26,1.29,1.39,1.22,1.22,0.04,0.04,0.07,0.3,0.3,0.2,0.5,0.2,1.2,0.2,0.2,0.4,0.3,6.0,4.0,5.0,2.0,2.0,3.0,2.0,1.0,4.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,7.0,1.0,1.0,8.0,3.0,1.0,2.0,1.0,30.0,27.0,29.0,14.0,13.0,20.0,14.0,11.0,32.0,15.0,25.0,21.0,12.0,16.0,21.0,17.0,22.0,14.0,14.0,31.0,16.0,6.0,7.0,19.0,32.0,11.0,26.0,4.0,22.0
2018-09-01 16:00:00,9.0,4.0,1.0,4.0,4.0,7.0,6.0,3.0,4.0,2.0,37.0,15.0,23.0,26.0,27.0,22.0,24.0,19.0,25.0,54.0,12.0,15.0,21.0,22.0,33.0,16.0,12.0,13.0,11.0,14.0,26.0,19.0,20.0,17.0,13.0,11.0,20.0,12.0,31.0,15.0,14.0,40.0,12.0,8.0,9.0,17.0,137.9,145.3,124.5,138.2,141.5,132.9,74.21,143.0,130.5,130.7,124.4,152.7,139.8,141.3,0.7,0.6,0.4,1.0,0.2,0.3,0.2,0.2,0.1,0.2,0.1,0.1,1.42,1.26,1.3,1.39,1.23,1.21,0.03,0.03,0.09,0.3,0.2,0.2,0.5,0.2,1.3,0.2,0.3,0.4,0.3,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,16.0,19.0,27.0,14.0,10.0,11.0,10.0,13.0,21.0,15.0,17.0,15.0,10.0,10.0,18.0,10.0,21.0,14.0,12.0,30.0,11.0,7.0,7.0,16.0,22.0,15.0,20.0,6.0,16.0
2018-09-01 17:00:00,9.0,4.0,1.0,4.0,4.0,7.0,6.0,4.0,4.0,3.0,37.0,11.0,12.0,34.0,26.0,9.0,26.0,39.0,25.0,45.0,5.0,4.0,25.0,25.0,30.0,15.0,18.0,10.0,5.0,11.0,22.0,19.0,14.0,13.0,11.0,8.0,14.0,10.0,18.0,10.0,12.0,25.0,12.0,7.0,8.0,11.0,145.7,150.4,123.9,142.6,146.5,143.9,121.5,148.2,136.3,132.4,132.2,156.6,149.1,154.3,0.5,0.7,0.3,0.4,0.1,0.3,0.2,0.2,0.1,0.2,0.1,0.1,1.45,1.26,1.3,1.42,1.22,1.21,0.03,0.04,0.1,0.3,0.3,0.2,0.5,0.1,1.4,0.2,0.2,0.4,0.3,3.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,20.0,21.0,23.0,13.0,14.0,9.0,3.0,10.0,18.0,14.0,12.0,11.0,9.0,7.0,12.0,8.0,13.0,8.0,10.0,19.0,10.0,5.0,6.0,9.0,21.0,14.0,21.0,26.0,13.0
2018-09-01 18:00:00,9.0,4.0,1.0,4.0,3.0,7.0,6.0,4.0,4.0,3.0,59.0,12.0,24.0,36.0,26.0,12.0,22.0,37.0,26.0,34.0,7.0,12.0,23.0,28.0,30.0,13.0,15.0,9.0,3.0,10.0,30.0,16.0,10.0,11.0,13.0,7.0,20.0,8.0,23.0,10.0,12.0,43.0,7.0,7.0,6.0,9.0,137.3,149.2,117.9,133.8,141.9,142.8,103.0,144.0,133.1,133.1,119.4,148.1,146.6,150.7,0.6,0.5,0.3,0.2,0.1,0.3,0.2,0.2,0.1,0.1,0.1,0.1,1.45,1.25,1.31,1.41,1.21,1.19,0.04,0.05,0.12,0.3,0.3,0.2,0.5,0.2,1.5,0.2,0.2,0.4,0.2,3.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,19.0,23.0,24.0,12.0,12.0,8.0,2.0,9.0,23.0,12.0,8.0,9.0,11.0,6.0,18.0,6.0,15.0,9.0,10.0,31.0,5.0,5.0,4.0,8.0,39.0,13.0,12.0,25.0,16.0
2018-09-01 19:00:00,9.0,4.0,1.0,4.0,3.0,7.0,6.0,4.0,3.0,3.0,80.0,25.0,19.0,24.0,26.0,6.0,29.0,50.0,55.0,49.0,17.0,17.0,27.0,29.0,35.0,16.0,11.0,11.0,3.0,10.0,23.0,26.0,24.0,10.0,19.0,5.0,22.0,7.0,28.0,10.0,13.0,32.0,9.0,8.0,6.0,10.0,129.9,142.7,118.7,127.3,137.8,141.8,97.32,139.6,122.2,130.0,118.3,141.8,146.0,147.8,0.6,0.5,0.5,0.1,0.1,0.3,0.2,0.1,0.1,0.1,0.1,0.1,1.44,1.24,1.33,1.39,1.19,1.23,0.04,0.05,0.1,0.3,0.2,0.2,0.5,0.1,1.5,0.2,0.2,0.4,0.2,3.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,22.0,25.0,27.0,15.0,9.0,9.0,1.0,9.0,20.0,21.0,19.0,9.0,15.0,4.0,20.0,6.0,20.0,8.0,12.0,25.0,7.0,6.0,4.0,8.0,59.0,14.0,22.0,38.0,37.0
