,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_42,ensayo_42,ensayo_42,ensayo_42,ensayo_44,ensayo_44,ensayo_44,ensayo_44,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9
2018-01-01 09:00:00,2.0,1.0,1.0,1.0,2.0,1.0,16.0,9.0,16.0,12.0,15.0,18.0,20.0,14.0,13.0,5.0,14.0,13.0,15.0,3.0,15.0,8.0,15.0,8.0,13.0,23.0,15.0,20.0,22.0,9.0,5.0,14.0,17.0,29.0,28.0,29.0,20.0,16.0,17.0,12.0,6.0,14.0,8.0,11.0,10.0,9.0,8.0,56.0,46.0,52.0,50.0,26.0,51.0,75.0,55.0,65.0,39.0,52.0,35.0,37.0,50.0,40.0,53.0,60.0,43.5,64.0,50.0,51.0,13.0,64.0,0.3,0.1,0.1,0.6,0.4,0.1,0.1,0.3,1.5,1.2,0.9,1.1,0.2,0.1,0.1,0.1,0.4,0.4,0.7,0.4,0.3,0.4,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,11.0,21.0,12.0,16.0,17.0,7.0,3.0,11.0,12.0,26.0,23.0,25.0,15.0,14.0,14.0,10.0,4.0,12.0,6.0,9.0,8.0,7.0,6.0,4.0,10.0,3.0,6.0,10.0,5.0,6.0,5.0
2018-01-01 10:00:00,2.0,1.0,1.0,1.0,2.0,1.0,4.0,15.0,16.0,16.0,10.0,13.0,13.0,14.0,13.0,2.0,15.0,12.0,13.0,9.0,10.0,9.0,2.0,8.0,10.0,20.0,11.0,23.0,17.0,10.0,5.0,16.0,16.0,26.0,19.0,18.0,12.0,15.0,13.0,10.0,5.0,10.0,5.0,9.0,8.0,9.0,8.0,63.0,49.0,59.0,43.5,55.0,56.0,73.0,45.0,67.0,46.0,59.0,53.0,52.0,55.0,52.0,55.0,64.0,50.0,67.0,54.0,59.0,15.0,67.0,0.2,0.1,0.1,0.4,0.4,0.1,0.2,0.2,1.5,1.2,1.0,1.1,0.2,0.1,0.1,0.1,0.4,0.4,0.7,0.4,0.3,0.5,2.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,8.0,17.0,9.0,17.0,12.0,7.0,3.0,11.0,11.0,22.0,15.0,14.0,8.0,11.0,11.0,8.0,3.0,7.0,3.0,7.0,5.0,6.0,5.0,3.0,17.0,6.0,2.0,9.0,3.0,2.0,3.0
2018-01-01 11:00:00,2.0,1.0,1.0,1.0,2.0,1.0,2.0,21.0,14.0,12.0,11.0,9.0,17.0,18.0,21.0,16.0,16.0,6.0,15.0,14.0,15.0,16.0,15.0,1.0,13.0,13.0,12.0,25.0,14.0,7.0,8.0,6.0,10.0,27.0,22.0,16.0,7.0,16.0,9.0,10.0,7.0,16.0,11.0,14.0,8.0,7.0,8.0,63.0,56.0,59.0,47.5,59.0,61.0,69.0,62.0,79.0,52.0,56.0,58.0,68.0,55.0,57.0,55.0,66.0,54.0,57.0,56.0,63.0,36.0,74.0,0.1,0.1,0.1,0.2,0.4,0.1,0.3,0.3,1.5,1.2,0.9,1.1,0.2,0.1,0.1,0.1,0.4,0.4,0.7,0.4,0.3,0.5,3.0,2.0,2.0,6.0,3.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,9.0,11.0,9.0,17.0,10.0,5.0,5.0,4.0,5.0,21.0,15.0,11.0,4.0,11.0,7.0,7.0,5.0,11.0,8.0,10.0,5.0,5.0,5.0,5.0,16.0,6.0,3.0,18.0,7.0,1.0,4.0
2018-01-01 12:00:00,2.0,1.0,1.0,1.0,2.0,2.0,7.0,9.0,13.0,12.0,10.0,6.0,19.0,13.0,22.0,29.0,10.0,5.0,12.0,4.0,15.0,8.0,18.0,2.0,12.0,13.0,10.0,32.0,10.0,6.0,6.0,5.0,12.0,20.0,25.0,18.0,7.0,15.0,8.0,9.0,6.0,8.0,5.0,15.0,8.0,7.0,10.0,64.0,63.0,64.0,49.5,73.0,67.0,65.0,61.0,76.0,60.0,56.0,60.0,75.0,60.0,61.0,63.0,67.0,64.0,77.0,58.0,66.0,53.0,72.0,0.2,0.1,0.1,0.3,0.4,0.1,0.2,0.3,1.5,1.2,1.0,1.1,0.2,0.1,0.1,0.1,0.4,0.4,0.7,0.4,0.2,0.5,2.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,9.0,11.0,7.0,23.0,7.0,4.0,4.0,3.0,6.0,17.0,18.0,13.0,4.0,11.0,6.0,6.0,4.0,6.0,3.0,11.0,4.0,5.0,6.0,10.0,10.0,2.0,6.0,10.0,4.0,1.0,2.0
2018-01-01 13:00:00,2.0,1.0,1.0,1.0,2.0,2.0,4.0,10.0,13.0,12.0,11.0,6.0,15.0,11.0,21.0,28.0,12.0,7.0,12.0,9.0,9.0,5.0,16.0,10.0,12.0,11.0,10.0,35.0,10.0,7.0,6.0,4.0,15.0,23.0,24.0,21.0,5.0,20.0,8.0,9.0,5.0,17.0,6.0,14.0,7.0,7.0,9.0,67.0,68.0,72.0,51.5,74.0,69.0,69.0,57.0,74.0,63.0,61.0,61.0,87.0,61.0,64.0,67.0,72.0,61.0,73.0,64.0,74.0,62.0,73.0,0.1,0.1,0.1,0.3,0.3,0.1,0.2,0.2,1.5,1.2,0.9,1.1,0.2,0.1,0.1,0.1,0.4,0.5,0.7,0.4,0.3,0.5,3.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,9.0,9.0,8.0,24.0,7.0,5.0,4.0,2.0,10.0,18.0,18.0,15.0,3.0,13.0,6.0,7.0,3.0,12.0,4.0,11.0,4.0,5.0,6.0,18.0,7.0,1.0,3.0,4.0,7.0,1.0,7.0
2018-01-01 14:00:00,2.0,1.0,1.0,1.0,2.0,2.0,6.0,8.0,11.0,11.0,9.0,18.0,14.0,14.0,15.0,23.0,10.0,9.0,13.0,12.0,10.0,18.0,7.0,29.0,16.0,12.0,8.0,14.0,10.0,6.0,3.0,6.0,16.0,27.0,32.0,27.0,4.0,21.0,7.0,9.0,5.0,20.0,7.0,18.0,7.0,7.0,10.0,70.0,68.0,73.0,68.0,76.0,73.0,90.0,55.0,76.0,64.0,59.0,61.0,87.0,61.0,64.0,65.0,76.0,63.0,68.0,67.0,70.0,66.0,74.0,0.1,0.1,0.1,0.2,0.4,0.1,0.2,0.3,1.5,1.2,1.0,1.1,0.2,0.1,0.1,0.1,0.4,0.4,0.7,0.4,0.2,0.4,3.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,4.0,7.0,6.0,1.0,5.0,1.0,2.0,1.0,5.0,2.0,3.0,2.0,1.0,3.0,11.0,9.0,6.0,10.0,7.0,4.0,1.0,3.0,9.0,20.0,22.0,17.0,2.0,14.0,5.0,7.0,3.0,13.0,4.0,13.0,4.0,5.0,6.0,7.0,4.0,4.0,4.0,14.0,9.0,10.0,8.0
2018-01-01 15:00:00,2.0,1.0,1.0,1.0,2.0,2.0,4.0,12.0,13.0,16.0,7.0,12.0,11.0,14.0,12.0,19.0,15.0,7.0,14.0,12.0,12.0,11.0,11.0,22.0,16.0,12.0,9.0,16.0,8.0,6.0,3.0,5.0,16.0,28.0,27.0,21.0,4.0,14.0,8.0,7.0,6.0,12.0,5.0,16.0,7.0,8.0,8.0,69.0,70.0,72.0,64.5,78.0,70.0,89.0,54.0,73.0,61.0,60.0,62.0,87.0,64.0,67.0,67.0,74.0,66.0,66.0,66.0,71.0,66.0,76.0,0.1,0.1,0.1,0.2,0.3,0.1,0.3,0.3,1.5,1.2,1.0,1.1,0.2,0.1,0.1,0.1,0.4,0.4,0.7,0.4,0.2,0.5,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,11.0,10.0,7.0,12.0,5.0,4.0,1.0,3.0,10.0,23.0,20.0,14.0,2.0,10.0,6.0,5.0,4.0,9.0,3.0,12.0,4.0,6.0,5.0,10.0,9.0,3.0,5.0,10.0,3.0,8.0,8.0
2018-01-01 16:00:00,2.0,1.0,1.0,1.0,3.0,2.0,2.0,15.0,13.0,14.0,5.0,9.0,11.0,20.0,14.0,15.0,12.0,11.0,15.0,17.0,15.0,14.0,22.0,25.0,13.0,8.0,9.0,11.0,8.0,7.0,3.0,4.0,15.0,19.0,24.0,16.0,5.0,13.0,8.0,8.0,5.0,10.0,7.0,15.0,6.0,8.0,10.0,72.0,71.0,72.0,71.5,78.0,69.0,87.0,52.0,73.0,67.0,60.0,63.0,84.0,64.0,63.0,66.0,72.0,65.0,66.0,63.0,75.0,65.0,73.0,0.1,0.1,0.1,0.2,0.3,0.1,0.3,0.2,1.4,1.2,0.9,1.1,0.2,0.1,0.1,0.1,0.4,0.4,0.7,0.4,0.2,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,10.0,6.0,7.0,8.0,6.0,5.0,1.0,2.0,9.0,17.0,19.0,13.0,3.0,10.0,6.0,6.0,3.0,8.0,4.0,12.0,4.0,6.0,7.0,11.0,3.0,1.0,2.0,4.0,4.0,8.0,8.0
2018-01-01 17:00:00,2.0,1.0,1.0,1.0,2.0,2.0,8.0,10.0,15.0,17.0,2.0,2.0,17.0,24.0,14.0,11.0,17.0,12.0,18.0,21.0,16.0,25.0,16.0,25.0,11.0,12.0,14.0,11.0,11.0,8.0,4.0,5.0,15.0,21.0,27.0,20.0,6.0,17.0,10.0,11.0,6.0,19.0,6.0,14.0,7.0,7.0,14.0,69.0,64.0,64.0,70.5,72.0,67.0,86.0,52.0,73.0,60.0,56.0,56.0,82.0,58.0,61.0,60.0,72.0,55.0,69.0,64.0,66.0,65.0,69.0,0.1,0.1,0.1,0.2,0.3,0.1,0.3,0.2,1.5,1.2,0.9,1.1,0.2,0.1,0.1,0.1,0.4,0.4,0.8,0.4,0.2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,9.0,10.0,12.0,9.0,9.0,6.0,2.0,3.0,9.0,19.0,21.0,17.0,4.0,13.0,8.0,9.0,4.0,17.0,4.0,12.0,5.0,5.0,11.0,9.0,4.0,3.0,5.0,3.0,13.0,5.0,11.0
2018-01-01 18:00:00,2.0,1.0,1.0,1.0,2.0,2.0,14.0,18.0,19.0,15.0,5.0,7.0,27.0,24.0,15.0,11.0,14.0,13.0,20.0,26.0,19.0,11.0,15.0,26.0,15.0,18.0,18.0,16.0,20.0,8.0,4.0,13.0,15.0,35.0,31.0,21.0,7.0,23.0,11.0,14.0,6.0,24.0,8.0,17.0,8.0,7.0,12.0,63.0,61.0,60.0,62.0,61.0,65.0,84.0,51.0,73.0,47.0,52.0,55.0,81.0,53.0,61.0,58.0,68.0,50.5,69.0,57.0,61.0,65.0,68.0,0.1,0.1,0.1,0.3,0.4,0.1,0.3,0.3,1.5,1.2,1.0,1.1,0.2,0.1,0.1,0.1,0.4,0.5,0.7,0.5,0.2,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,5.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,12.0,16.0,16.0,14.0,17.0,6.0,2.0,7.0,10.0,31.0,24.0,18.0,5.0,19.0,9.0,12.0,4.0,20.0,6.0,15.0,5.0,5.0,9.0,3.0,4.0,3.0,3.0,5.0,7.0,2.0,10.0
