,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_42,ensayo_42,ensayo_42,ensayo_42,ensayo_44,ensayo_44,ensayo_44,ensayo_44,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9
2018-10-01 09:00:00,2.0,1.0,1.0,3.0,1.0,2.0,19.0,27.0,26.0,39.0,7.0,21.0,27.0,20.0,21.0,21.0,18.0,18.0,18.0,12.0,25.0,17.0,43.0,13.0,33.0,27.0,50.0,5.0,21.0,25.0,3.0,46.0,62.0,49.0,57.0,28.0,17.0,38.0,24.0,52.0,4.0,38.0,8.0,15.0,41.0,16.0,8.0,68.0,78.0,55.0,87.0,62.0,71.0,78.0,66.0,46.0,58.0,71.0,68.0,71.0,66.0,69.0,58.0,102.0,62.0,77.0,80.0,64.0,66.0,90.0,0.9,0.1,1.4,1.6,0.1,0.1,0.4,0.3,1.4,1.4,1.2,1.3,0.1,0.1,0.2,0.1,0.6,0.3,0.4,0.5,0.2,0.6,6.0,2.0,6.0,1.0,4.0,4.0,1.0,11.0,15.0,7.0,10.0,4.0,3.0,7.0,3.0,7.0,1.0,9.0,1.0,2.0,6.0,2.0,2.0,24.0,14.0,41.0,3.0,15.0,19.0,1.0,29.0,40.0,39.0,41.0,22.0,12.0,27.0,18.0,42.0,2.0,25.0,6.0,12.0,32.0,14.0,5.0,13.0,21.0,10.0,11.0,21.0,11.0,2.0,7.0
2018-10-01 10:00:00,1.0,1.0,1.0,2.0,1.0,2.0,21.0,21.0,16.0,23.0,5.0,15.0,0.2,23.0,32.0,14.0,21.0,15.0,21.0,8.0,28.0,13.0,46.0,16.0,27.0,21.0,38.0,5.0,8.0,15.0,3.0,33.0,36.0,0.2,49.0,20.0,7.0,32.0,19.0,43.0,4.0,32.0,6.0,15.0,23.0,18.0,10.0,76.0,84.0,65.0,88.0,90.0,83.0,89.0,77.0,66.0,58.0,77.0,77.0,87.0,71.0,19.0,64.0,104.0,71.5,86.0,84.0,81.0,67.0,89.0,0.8,0.1,2.3,1.3,0.1,0.1,0.4,0.3,1.4,1.4,1.2,1.3,0.1,0.1,0.2,0.1,0.5,0.3,0.4,0.5,0.2,0.6,5.0,2.0,5.0,1.0,2.0,3.0,1.0,8.0,7.0,0.2,10.0,3.0,1.0,6.0,3.0,6.0,1.0,8.0,1.0,2.0,3.0,2.0,2.0,20.0,10.0,30.0,3.0,6.0,10.0,1.0,21.0,25.0,0.2,34.0,15.0,5.0,23.0,15.0,34.0,2.0,20.0,4.0,12.0,18.0,15.0,7.0,12.0,20.0,9.0,15.0,19.0,9.0,5.0,9.0
2018-10-01 11:00:00,1.0,1.0,1.0,2.0,,2.0,22.0,18.0,14.0,15.0,22.0,15.0,37.0,19.0,68.0,9.0,20.0,13.0,20.0,6.0,21.0,8.0,42.0,17.0,26.0,18.0,33.0,6.0,5.0,15.0,3.0,32.0,25.0,37.0,45.0,19.0,8.0,35.0,17.0,37.0,6.0,31.0,6.0,13.0,15.0,14.0,7.0,80.0,88.0,73.0,90.0,98.0,87.0,94.0,83.0,77.0,37.0,80.0,82.0,92.0,74.0,17.0,72.0,6.0,75.0,92.0,90.0,90.0,74.0,93.0,0.8,0.1,1.0,1.2,0.1,0.1,0.2,0.3,1.4,1.4,1.2,1.3,0.1,0.1,0.2,0.1,0.5,0.3,0.4,0.5,0.2,0.6,5.0,2.0,4.0,1.0,1.0,3.0,1.0,9.0,5.0,7.0,9.0,3.0,1.0,8.0,3.0,5.0,0.2,8.0,1.0,2.0,2.0,1.0,2.0,18.0,9.0,27.0,4.0,3.0,11.0,1.0,19.0,17.0,26.0,32.0,14.0,5.0,22.0,13.0,29.0,0.2,19.0,4.0,10.0,12.0,12.0,5.0,13.0,15.0,4.0,6.0,15.0,29.0,3.0,9.0
2018-10-01 12:00:00,1.0,1.0,1.0,2.0,,2.0,23.0,16.0,7.0,15.0,13.0,10.0,0.2,19.0,40.0,8.0,20.0,79.0,21.0,,22.0,9.0,37.0,11.0,27.0,16.0,33.0,6.0,5.0,16.0,3.0,27.0,19.0,0.2,19.0,21.0,7.0,30.0,79.0,37.0,,30.0,5.0,12.0,18.0,12.0,7.0,84.0,91.0,77.0,92.0,102.0,87.0,96.0,90.0,89.0,72.0,83.0,83.0,99.0,79.0,79.0,77.0,,81.5,94.0,93.0,93.0,79.0,95.0,1.7,0.1,2.8,1.7,0.1,0.1,0.1,0.4,1.4,1.4,1.2,0.4,0.1,0.1,0.2,0.4,0.5,0.3,0.4,0.5,,0.6,5.0,2.0,4.0,1.0,1.0,3.0,1.0,6.0,4.0,0.2,84.0,4.0,1.0,6.0,79.0,5.0,,8.0,1.0,2.0,3.0,1.0,2.0,19.0,10.0,27.0,4.0,3.0,11.0,1.0,18.0,13.0,0.2,84.0,16.0,5.0,21.0,79.0,29.0,,18.0,3.0,10.0,14.0,10.0,5.0,17.0,13.0,11.0,6.0,12.0,22.0,4.0,6.0
2018-10-01 13:00:00,1.0,1.0,1.0,2.0,1.0,2.0,17.0,22.0,8.0,15.0,8.0,6.0,23.0,16.0,47.0,4.0,15.0,7.0,12.0,12.0,16.0,7.0,22.0,10.0,30.0,22.0,30.0,5.0,7.0,11.0,3.0,20.0,23.0,34.0,46.0,21.0,7.0,31.0,7.0,26.0,3.0,33.0,5.0,9.0,17.0,12.0,12.0,87.0,95.0,82.0,96.0,106.0,93.0,94.0,96.0,94.0,34.0,89.0,87.0,103.0,82.0,87.0,88.0,106.0,85.5,96.0,99.0,99.0,85.0,98.0,0.5,0.1,0.4,2.5,0.1,0.1,0.1,1.0,1.4,1.4,1.2,1.3,0.1,0.1,0.2,0.1,0.5,0.3,0.4,0.4,0.2,0.6,6.0,1.0,4.0,1.0,1.0,2.0,1.0,4.0,4.0,7.0,9.0,3.0,1.0,6.0,82.0,3.0,1.0,9.0,1.0,1.0,2.0,1.0,3.0,21.0,9.0,25.0,3.0,5.0,8.0,1.0,14.0,16.0,23.0,33.0,16.0,5.0,22.0,82.0,21.0,1.0,20.0,3.0,7.0,14.0,10.0,7.0,13.0,20.0,2.0,7.0,9.0,12.0,3.0,6.0
2018-10-01 14:00:00,1.0,1.0,1.0,2.0,1.0,2.0,17.0,13.0,8.0,10.0,4.0,10.0,5.0,13.0,43.0,6.0,10.0,6.0,10.0,2.0,12.0,10.0,19.0,6.0,20.0,13.0,26.0,5.0,7.0,11.0,4.0,18.0,20.0,41.0,41.0,19.0,5.0,25.0,20.0,23.0,3.0,29.0,10.0,10.0,15.0,11.0,6.0,92.0,99.0,89.0,96.0,108.0,97.0,100.0,100.0,105.0,73.0,92.0,92.0,107.0,88.0,92.0,95.0,105.0,90.0,99.0,98.0,104.0,91.0,101.0,0.2,0.1,0.5,1.9,0.1,0.1,0.1,0.7,1.4,1.3,1.2,1.3,0.1,0.1,0.2,0.1,0.5,0.3,0.3,0.4,0.2,0.6,4.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,8.0,8.0,3.0,1.0,5.0,2.0,3.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,15.0,9.0,22.0,3.0,5.0,8.0,2.0,13.0,14.0,29.0,30.0,14.0,3.0,18.0,17.0,19.0,1.0,19.0,6.0,8.0,12.0,9.0,4.0,13.0,19.0,3.0,3.0,9.0,12.0,3.0,3.0
2018-10-01 15:00:00,1.0,1.0,1.0,2.0,1.0,2.0,11.0,11.0,9.0,14.0,6.0,5.0,14.0,13.0,22.0,6.0,8.0,8.0,8.0,16.0,13.0,21.0,15.0,11.0,20.0,11.0,24.0,6.0,5.0,12.0,4.0,24.0,21.0,41.0,35.0,17.0,6.0,26.0,21.0,23.0,3.0,34.0,7.0,11.0,17.0,11.0,7.0,90.0,95.0,93.0,94.0,107.0,95.0,102.0,99.0,106.0,72.0,97.0,93.0,105.0,89.0,93.0,97.0,106.0,87.0,103.0,95.0,104.0,97.0,100.0,0.3,0.1,0.5,1.3,0.1,0.1,0.1,0.4,1.4,1.3,1.1,1.3,0.1,0.1,0.2,0.1,0.5,0.2,0.3,0.4,0.2,0.6,3.0,2.0,2.0,1.0,1.0,2.0,1.0,6.0,4.0,7.0,7.0,3.0,1.0,5.0,2.0,3.0,1.0,9.0,2.0,1.0,2.0,1.0,2.0,15.0,10.0,20.0,4.0,3.0,9.0,2.0,15.0,16.0,30.0,25.0,13.0,4.0,19.0,17.0,19.0,1.0,21.0,4.0,9.0,14.0,9.0,5.0,6.0,10.0,10.0,4.0,7.0,8.0,5.0,6.0
2018-10-01 16:00:00,1.0,1.0,1.0,2.0,1.0,2.0,8.0,9.0,5.0,9.0,1.0,10.0,10.0,8.0,14.0,4.0,12.0,5.0,7.0,8.0,12.0,5.0,16.0,23.0,24.0,9.0,24.0,7.0,6.0,12.0,4.0,23.0,22.0,50.0,39.0,17.0,6.0,24.0,27.0,22.0,3.0,37.0,5.0,11.0,18.0,10.0,10.0,85.0,93.0,90.0,93.0,106.0,94.0,102.0,99.0,103.0,67.0,94.0,89.0,104.0,89.0,92.0,97.0,106.0,82.0,103.0,92.0,99.0,96.0,97.0,1.5,0.1,0.3,1.0,0.1,0.1,0.1,0.2,1.4,1.3,1.3,1.3,0.1,0.1,0.2,0.1,0.5,0.2,0.3,0.4,0.2,0.6,4.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,4.0,10.0,7.0,2.0,1.0,4.0,3.0,2.0,1.0,10.0,1.0,1.0,2.0,1.0,2.0,18.0,11.0,21.0,5.0,4.0,9.0,2.0,16.0,16.0,34.0,29.0,14.0,4.0,17.0,22.0,19.0,1.0,22.0,3.0,9.0,14.0,8.0,7.0,7.0,11.0,11.0,9.0,7.0,8.0,6.0,15.0
2018-10-01 17:00:00,1.0,1.0,1.0,2.0,1.0,2.0,13.0,6.0,8.0,5.0,12.0,8.0,17.0,10.0,15.0,5.0,11.0,9.0,7.0,3.0,9.0,4.0,12.0,12.0,31.0,6.0,22.0,6.0,6.0,15.0,4.0,43.0,26.0,67.0,46.0,23.0,7.0,33.0,30.0,21.0,3.0,58.0,5.0,17.0,18.0,10.0,12.0,79.0,88.0,93.0,93.0,103.0,89.0,101.0,86.0,98.0,57.0,88.0,82.0,101.0,80.0,92.0,98.0,105.0,71.5,104.0,87.0,95.0,91.0,94.0,0.9,0.1,0.5,1.0,0.1,0.1,0.1,0.2,1.4,1.3,1.3,1.3,0.1,0.1,0.2,0.1,0.5,0.2,0.4,0.4,0.2,0.6,4.0,2.0,1.0,1.0,1.0,2.0,1.0,9.0,4.0,13.0,7.0,3.0,1.0,5.0,7.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,2.0,25.0,14.0,20.0,4.0,4.0,12.0,2.0,29.0,20.0,47.0,35.0,19.0,5.0,25.0,19.0,19.0,1.0,36.0,3.0,15.0,16.0,8.0,9.0,7.0,3.0,5.0,3.0,4.0,5.0,13.0,26.0
2018-10-01 18:00:00,1.0,1.0,1.0,2.0,1.0,2.0,9.0,4.0,9.0,2.0,41.0,10.0,12.0,13.0,15.0,5.0,14.0,9.0,10.0,7.0,13.0,7.0,9.0,26.0,40.0,4.0,42.0,10.0,10.0,21.0,4.0,59.0,33.0,82.0,73.0,37.0,6.0,56.0,40.0,37.0,3.0,87.0,5.0,21.0,28.0,9.0,21.0,68.0,77.0,67.0,87.0,96.0,79.0,99.0,69.0,86.0,50.0,62.0,66.0,101.0,60.0,73.0,76.0,102.0,53.5,101.0,81.0,82.0,90.0,87.0,0.7,0.1,0.4,1.1,0.1,0.1,0.1,0.3,1.4,1.4,1.3,1.3,0.1,0.1,0.2,0.1,0.5,0.2,0.4,0.5,0.2,0.6,4.0,2.0,2.0,1.0,1.0,1.0,1.0,11.0,5.0,16.0,10.0,2.0,1.0,9.0,3.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,4.0,33.0,24.0,40.0,7.0,8.0,19.0,2.0,42.0,26.0,58.0,58.0,33.0,4.0,42.0,34.0,35.0,1.0,56.0,3.0,19.0,26.0,7.0,15.0,4.0,9.0,5.0,3.0,1.0,3.0,16.0,8.0
